********************************************************************************
product = WebSphere Application Server 19.0.0.3 (wlp-1.0.26.cl190320190321-1636)
wlp.install.dir = /opt/ibm/wlp/
server.config.dir = /home/default/app/mc-target/liberty/wlp/usr/servers/defaultServer/
java.home = /home/default/java/jre
java.version = 1.8.0_221
java.runtime = Java(TM) SE Runtime Environment (8.0.5.41 - pxa6480sr5fp41-20190919_01(SR5 FP41))
os = Linux (4.9.184-linuxkit; amd64) (en_US)
process = 320@c3c630b42212
********************************************************************************
[1/13/20 9:43:33:236 UTC] 00000001 com.ibm.ws.kernel.launch.internal.FrameworkManager           A CWWKE0001I: The server defaultServer has been launched.
[1/13/20 9:43:33:282 UTC] 00000001 com.ibm.ws.kernel.launch.internal.FrameworkManager           A CWWKE0100I: This product is licensed for development, and limited production use. The full license terms can be viewed here: https://public.dhe.ibm.com/ibmdl/export/pub/software/websphere/wasdev/license/base_ilan/ilan/19.0.0.3/lafiles/en.html
[1/13/20 9:43:35:475 UTC] 00000001 com.ibm.ws.kernel.launch.internal.FrameworkManager           I CWWKE0002I: The kernel started after 2.715 seconds
[1/13/20 9:43:35:548 UTC] 0000002e com.ibm.ws.kernel.feature.internal.FeatureManager            I CWWKF0007I: Feature update started.
[1/13/20 9:43:43:304 UTC] 00000024 com.ibm.ws.security.ready.internal.SecurityReadyServiceImpl  I CWWKS0007I: The security service is starting...
[1/13/20 9:43:44:657 UTC] 00000033 com.ibm.ws.tcpchannel.internal.TCPChannel                    I CWWKO0219I: TCP Channel defaultHttpEndpoint has been started and is now listening for requests on host *  (IPv4) port 9080.
[1/13/20 9:43:44:754 UTC] 00000024 com.ibm.ws.app.manager.internal.monitor.DropinMonitor        A CWWKZ0058I: Monitoring dropins for applications.
[1/13/20 9:43:45:781 UTC] 00000024 com.ibm.ws.cache.ServerCache                                 I DYNA1001I: WebSphere Dynamic Cache instance named baseCache initialized successfully.
[1/13/20 9:43:45:787 UTC] 00000024 com.ibm.ws.cache.ServerCache                                 I DYNA1071I: The cache provider default is being used.
[1/13/20 9:43:45:791 UTC] 00000024 com.ibm.ws.cache.CacheServiceImpl                            I DYNA1056I: Dynamic Cache (object cache) initialized successfully.
[1/13/20 9:43:45:942 UTC] 00000028 com.ibm.ws.ssl.config.WSKeyStore                             A CWPKI0820A: The default keystore has been created using the 'keystore_password' environment variable.
[1/13/20 9:43:46:144 UTC] 00000024 ibm.ws.security.authentication.internal.jaas.JAASServiceImpl I CWWKS1123I: The collective authentication plugin with class name NullCollectiveAuthenticationPlugin has been activated. 
[1/13/20 9:43:47:203 UTC] 00000024 com.ibm.ws.security.jwt.internal.ConsumerImpl                I CWWKS6012I: The JSON Web Token (JWT) consumer service is available.
[1/13/20 9:43:47:240 UTC] 00000024 com.ibm.ws.security.jwt.web.JwtEndpointServices              I CWWKS6002I: The JSON Web Token (JWT) endpoint service is available.
[1/13/20 9:43:47:385 UTC] 0000003a com.ibm.ws.security.token.ltpa.internal.LTPAKeyCreateTask    I CWWKS4105I: LTPA configuration is ready after 1.365 seconds.
[1/13/20 9:43:47:442 UTC] 00000024 com.ibm.ws.security.mp.jwt.impl.MicroProfileJwtConfigImpl    I CWWKS5500I: The MicroProfile JWT configuration [defaultMpJwt] was successfully processed.
[1/13/20 9:43:47:451 UTC] 00000024 com.ibm.ws.security.mp.jwt.impl.MicroProfileJwtServiceImpl   I CWWKS5500I: The MicroProfile JWT configuration [MicroProfileJwtService] was successfully processed.
[1/13/20 9:43:47:665 UTC] 00000024 com.ibm.ws.session.WASSessionCore                            I SESN8501I: The session manager did not find a persistent storage location; HttpSession objects will be stored in the local application server's memory.
[1/13/20 9:43:48:255 UTC] 00000028 com.ibm.ws.ssl.config.WSKeyStore                             I Successfully loaded default keystore: /home/default/app/mc-target/liberty/wlp/usr/servers/defaultServer/resources/security/key.p12 of type: PKCS12
[1/13/20 9:43:48:559 UTC] 00000035 com.ibm.ws.tcpchannel.internal.TCPChannel                    I CWWKO0219I: TCP Channel defaultHttpEndpoint-ssl has been started and is now listening for requests on host *  (IPv4) port 9443.
[1/13/20 9:43:49:580 UTC] 00000031 com.ibm.ws.app.manager.AppMessageHelper                      I CWWKZ0018I: Starting application javametrics-dash.
[1/13/20 9:43:49:606 UTC] 0000003a com.ibm.ws.app.manager.AppMessageHelper                      I CWWKZ0018I: Starting application Weather.
[1/13/20 9:43:49:630 UTC] 00000032 com.ibm.ws.app.manager.AppMessageHelper                      I CWWKZ0018I: Starting application javametrics-rest.
[1/13/20 9:43:50:314 UTC] 0000003b com.ibm.ws.webcontainer.osgi.webapp.WebGroup                 I SRVE0169I: Loading Web Module: PrivateMicroProfileMetrics.
[1/13/20 9:43:50:325 UTC] 0000003b com.ibm.ws.webcontainer                                      I SRVE0250I: Web Module PrivateMicroProfileMetrics has been bound to default_host.
[1/13/20 9:43:50:332 UTC] 0000003b com.ibm.ws.http.internal.VirtualHostImpl                     A CWWKT0016I: Web application available (default_host): http://c3c630b42212:9080/metrics/
[1/13/20 9:43:51:243 UTC] 0000003d com.ibm.ws.webcontainer.osgi.mbeans.PluginGenerator          I SRVE9103I: A configuration file for a web server plugin was automatically generated for this server at /home/default/app/mc-target/liberty/wlp/usr/servers/defaultServer/logs/state/plugin-cfg.xml.
[1/13/20 9:43:51:278 UTC] 00000039 com.ibm.ws.webcontainer.osgi.webapp.WebGroup                 I SRVE0169I: Loading Web Module: ibm/api.
[1/13/20 9:43:51:282 UTC] 00000039 com.ibm.ws.webcontainer                                      I SRVE0250I: Web Module ibm/api has been bound to default_host.
[1/13/20 9:43:51:284 UTC] 00000039 com.ibm.ws.http.internal.VirtualHostImpl                     A CWWKT0016I: Web application available (default_host): http://c3c630b42212:9080/ibm/api/
[1/13/20 9:43:51:284 UTC] 00000038 com.ibm.ws.webcontainer.osgi.webapp.WebGroup                 I SRVE0169I: Loading Web Module: com.ibm.ws.security.jwt.
[1/13/20 9:43:51:281 UTC] 0000003c com.ibm.ws.webcontainer.osgi.webapp.WebGroup                 I SRVE0169I: Loading Web Module: health.
[1/13/20 9:43:51:293 UTC] 0000003c com.ibm.ws.webcontainer                                      I SRVE0250I: Web Module health has been bound to default_host.
[1/13/20 9:43:51:296 UTC] 0000003c com.ibm.ws.http.internal.VirtualHostImpl                     A CWWKT0016I: Web application available (default_host): http://c3c630b42212:9080/health/
[1/13/20 9:43:51:290 UTC] 00000038 com.ibm.ws.webcontainer                                      I SRVE0250I: Web Module com.ibm.ws.security.jwt has been bound to default_host.
[1/13/20 9:43:51:319 UTC] 00000038 com.ibm.ws.http.internal.VirtualHostImpl                     A CWWKT0016I: Web application available (default_host): http://c3c630b42212:9080/jwt/
[1/13/20 9:43:51:442 UTC] 0000003e com.ibm.ws.webcontainer.osgi.mbeans.PluginGenerator          I SRVE9103I: A configuration file for a web server plugin was automatically generated for this server at /home/default/app/mc-target/liberty/wlp/usr/servers/defaultServer/logs/state/plugin-cfg.xml.
[1/13/20 9:43:51:667 UTC] 0000003b com.ibm.ws.session.WASSessionCore                            I SESN0176I: A new session context will be created for application key default_host/health
[1/13/20 9:43:51:667 UTC] 00000035 com.ibm.ws.session.WASSessionCore                            I SESN0176I: A new session context will be created for application key default_host/ibm/api
[1/13/20 9:43:51:665 UTC] 00000037 com.ibm.ws.session.WASSessionCore                            I SESN0176I: A new session context will be created for application key default_host/metrics
[1/13/20 9:43:51:667 UTC] 00000033 com.ibm.ws.session.WASSessionCore                            I SESN0176I: A new session context will be created for application key default_host/jwt
[1/13/20 9:43:51:732 UTC] 0000003b com.ibm.ws.util                                              I SESN0172I: The session manager is using the Java default SecureRandom implementation for session ID generation.
[1/13/20 9:43:51:756 UTC] 00000035 com.ibm.ws.util                                              I SESN0172I: The session manager is using the Java default SecureRandom implementation for session ID generation.
[1/13/20 9:43:51:759 UTC] 00000033 com.ibm.ws.util                                              I SESN0172I: The session manager is using the Java default SecureRandom implementation for session ID generation.
[1/13/20 9:43:51:763 UTC] 00000037 com.ibm.ws.util                                              I SESN0172I: The session manager is using the Java default SecureRandom implementation for session ID generation.
